,poem,author,title,length,themes,url
2432,The petals of the vagina unfold like Christofer Columbus taking off his shoes.  Is there anything more beautiful than the bow of a ship touching a new world?,Richard Brautigan,Discovery,28,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3928
2433,"What fanciful creators we are: bestowing shock absorbers on cars sprinkling tenderizer on meats and stitching wrinkle-resistant shirts  Such wishful thinking, this gifting what we desire.",Yahia Lababidi,Fanciful creators,26,,http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23487
2434,morning epiphany applicable to love and life in haiku-like purity:  only freshly squeezed separation is natural shake well to enjoy!    In fructose veritas.,Yahia Lababidi,Truth in advertising,23,['haiku'],http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23488
2435,"Sleepwalking she prepared breakfast for her still dreaming children, before breaking fast, to satisfy her appetite     no fire needed, she all-consuming flame bravely cowered on the kitchen floor and slaked an antique thirst on vapor    laying her dream-tormented head to rest she took premature or belated leave, set out to sea, having found no harbor here. ",Yahia Lababidi,To Sylvia Plath,56,,http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23485
2436,"to find the origin, trace back the manifestations. Tao   Between being and non-being barely there these sails of water, ice, air -  Indifferent drifters, wandering  high on freedom of the homeless  Restlessly swithering  like ghosts, slithering through substance in puffs and wisps  Lending an enchanting or ominous air luminous or casting shadows,  ambivalent filters of reality  Bequeathing wreaths, or modesty veils to great natural beauties like mountain peaks  Sometimes simply hanging there airborne abstract art in open air   Suspended animation continually contorting: great sky whales, now, horse drawn carriages  unpinpointable thought forms,  punctuating the endless sentence of the sky.",Yahia Lababidi,Clouds,99,,http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23482
2437,"Tell me, have you found a sea deep enough to swim in deep enough to drown in   waters to engage you distract you, keep you from crossing to the other shore?",Yahia Lababidi,drylands,31,,http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23486
2438,"Words are like days: coloring books or pickpockets, signposts or scratching posts, fakirs over hot coals.  Certain words must be earned just as emotions are suffered before they can be uttered - clean as a kept promise.  Words as witnesses testifying their truths squalid or rarefied inevitable, irrefutable.  But, words must not carry more than they can  its not good for their backs or their reputations.  For, whether they dance alone or with an invisible partner, every word is a cosmos  dissolving the inarticulate",Yahia Lababidi,Words,84,,http://www.famouspoetsandpoems.com/poets/yahia_lababidi/poems/23480
2439,"Such a morning it is when love leans through geranium windows and calls with a cockerel's tongue.  When red-haired girls scamper like roses over the rain-green grass; and the sun drips honey.  When hedgerows grow venerable, berries dry black as blood, and holes suck in their bees.  Such a morning it is when mice run whispering from the church, dragging dropped ears of harvest.  When the partridge draws back his spring and shoots like a buzzing arrow over grained and mahogany fields.  When no table is bare, and no beast dry, and the tramp feeds on ribs of rabbit.",Laurie Lee,Day of These Days,99,,http://www.famouspoetsandpoems.com/poets/laurie_lee/poems/6840
2440,"Books litter the bed, leaves the lawn. It lightly rains. Fall has come: unpatterned, in the shedding leaves.  The maples ripen. Apples come home crisp in bags. This pear tastes good. It rains lightly on the random leaf patterns.  The nimbus is spread above our island. Rain lightly patters on un- shed leaves. The books of fall litter the bed.",James Schuyler,October,60,,http://www.famouspoetsandpoems.com/poets/james_schuyler/poems/18445
2441,"A nothing day full of wild beauty and the timer pings. Roll up the silver off the bay take down the clouds sort the spruce and send to laundry marked, more starch. Goodbye golden- and silver- rod, asters, bayberry crisp in elegance. Little fish stream by, a river in water.",James Schuyler,Closed Gentian Distances,50,,http://www.famouspoetsandpoems.com/poets/james_schuyler/poems/18448
2442,"Past is past, and if one remembers what one meant to do and never did, is not to have thought to do enough? Like that gather- ing of one each I planned, to gather one of each kind of clover, daisy, paintbrush that grew in that field the cabin stood in and study them one afternoon before they wilted. Past is past. I salute that various field.",James Schuyler,Salute,67,,http://www.famouspoetsandpoems.com/poets/james_schuyler/poems/18447
2443,The mint bed is in bloom:  lavender haze day.  The grass is  more than green and throws up sharp and  cutting lights to  slice through the  plane tree leaves.  And  on the cloudless blue  I scribble your name.,James Schuyler,Sunday,38,,http://www.famouspoetsandpoems.com/poets/james_schuyler/poems/18446
2444,"Choice of you shuts up that peacock-fan The future was, in which temptingly spread All that elaborative nature can. Matchless potential! but unlimited Only so long as I elected nothing; Simply to choose stopped all ways up but one, And sent the tease-birds from the bushes flapping. No future now.  I and you now, alone.  So for your face I have exchanged all faces, For your few properties bargained the brisk Baggage, the mask-and-magic-man's regalia. Now you become my boredom and my failure, Another way of suffering, a risk, A heavier-than-air hypostasis.",Philip Larkin,To My Wife,92,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14527
2445,"Why did I dream of you last night?     Now morning is pushing back hair with grey light   Memories strike home, like slaps in the face; Raised on elbow, I stare at the pale fog           beyond the window.      So many things I had thought forgotten   Return to my mind with stranger pain: - Like letters that arrive addressed to someone Who left the house so many years ago.",Philip Larkin,Why Did I Dream Of You Last Night?,67,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14530
2446,"If hands could free you, heart,   Where would you fly? Far, beyond every part Of earth this running sky Makes desolate?  Would you cross City and hill and sea,   If hands could set you free?  I would not lift the latch;   For I could run Through fields, pit-valleys, catch All beauty under the sun-- Still end in loss: I should find no bent arm, no bed   To rest my head.",Philip Larkin,"If Hands Could Free You, Heart",70,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14550
2447,"Like the train's beat Swift language flutters the lips Of the Polish airgirl in the corner seat, The swinging and narrowing sun Lights her eyelashes, shapes Her sharp vivacity of bone. Hair, wild and controlled, runs back: And gestures like these English oaks Flash past the windows of her foreign talk.  The train runs on through wilderness Of cities. Still the hammered miles Diversify behind her face. And all humanity of interest Before her angled beauty falls, As whorling notes are pressed In a bird's throat, issuing meaningless Through written skies; a voice Watering a stony place.",Philip Larkin,Like The Train's Beat,97,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14609
2448,"Is it for now or for always, The world hangs on a stalk? Is it a trick or a trysting-place, The woods we have found to walk?  Is it a mirage or miracle, Your lips that lift at mine: And the suns like a juggler's juggling-balls, Are they a sham or a sign?  Shine out, my sudden angel, Break fear with breast and brow, I take you now and for always, For always is always now.",Philip Larkin,Is It For Now Or For Always,76,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14605
2449,"Strange to know nothing, never to be sure Of what is true or right or real, But forced to qualify or so I feel, Or Well, it does seem so: Someone must know.  Strange to be ignorant of the way things work: Their skill at finding what they need, Their sense of shape, and punctual spread of seed, And willingness to change; Yes, it is strange,  Even to wear such knowledge - for our flesh Surrounds us with its own decisions - And yet spend all our life on imprecisions, That when we start to die Have no idea why.",Philip Larkin,Ignorance,100,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14557
2450,"There is an evening coming in Across the fields, one never seen before, That lights no lamps.  Silken it seems at a distance, yet When it is drawn up over the knees and breast It brings no comfort.  Where has the tree gone, that locked  Earth to sky? What is under my hands, That I cannot feel?  What loads my hand down?",Philip Larkin,Going,62,,http://www.famouspoetsandpoems.com/poets/philip_larkin/poems/14556
